id,choice,combo,cage
H23,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H15,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H18,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H13,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H25,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H24,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H24,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H18,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H18,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H18,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H14,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H15,blue,yellow-blue,3B
H15,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H13,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H13,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H22,blue,yellow-blue,3B
H22,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H26,blue,yellow-blue,3B
H29,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H26,yellow,yellow-blue,3B
H18,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H22,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H26,yellow,yellow-blue,3B
H26,blue,yellow-blue,3B
H21,blue,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H15,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H22,yellow,yellow-blue,3B
H21,yellow,yellow-blue,3B
H21,blue,yellow-blue,3B
H21,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,blue,yellow-blue,3B
H17,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H16,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,blue,yellow-blue,3B
H19,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,blue,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H16,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H25,yellow,yellow-blue,3B
H17,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H24,blue,yellow-blue,3B
H23,yellow,yellow-blue,3B
H24,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H24,blue,yellow-blue,3B
H24,yellow,yellow-blue,3B
H23,yellow,yellow-blue,3B
H23,blue,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
H29,yellow,yellow-blue,3B
